Year,State,County,Lat,Lon,NumEpisodes,CountyZone
1996,Louisiana,Upper St. Bernard,29.912854,-89.87323,1,Z
2011,Louisiana,Upper St. Bernard,29.912854,-89.87323,1,Z
2004,Louisiana,Upper St. Martin,30.228172,-91.726744,1,Z
1997,Louisiana,Upper Terrebonne,29.63902,-90.83835,1,Z
2008,Louisiana,Upper Terrebonne,29.63902,-90.83835,1,Z
2012,Louisiana,West Cameron,29.89242,-93.588172,1,Z
2014,Louisiana,West Cameron,29.89242,-93.588172,1,Z
2015,Louisiana,West Cameron,29.89242,-93.588172,1,Z
2016,Louisiana,West Cameron,29.89242,-93.588172,2,Z
1996,Maine,Central Penobscot,45.390095,-68.406943,3,Z
2005,Maine,Central Penobscot,45.390095,-68.406943,7,Z
1996,Maine,Central Piscataquis,45.560889,-69.42814,4,Z
2003,Maine,Central Piscataquis,45.560889,-69.42814,1,Z
2004,Maine,Central Piscataquis,45.560889,-69.42814,1,Z
2005,Maine,Central Piscataquis,45.560889,-69.42814,7,Z
1996,Maine,Central Somerset,45.48004,-70.06804,3,Z
2003,Maine,Central Somerset,45.48004,-70.06804,1,Z
2005,Maine,Central Somerset,45.48004,-70.06804,4,Z
2005,Maine,Central Washington,45.009374,-67.633804,6,Z
2016,Maine,Central Washington,45.009374,-67.633804,1,Z
1996,Maine,Coastal Cumberland,43.744848,-70.186045,4,Z
1998,Maine,Coastal Cumberland,43.744848,-70.186045,5,Z
1999,Maine,Coastal Cumberland,43.744848,-70.186045,3,Z
2000,Maine,Coastal Cumberland,43.744848,-70.186045,2,Z
2002,Maine,Coastal Cumberland,43.744848,-70.186045,1,Z
2003,Maine,Coastal Cumberland,43.744848,-70.186045,1,Z
2004,Maine,Coastal Cumberland,43.744848,-70.186045,1,Z
2005,Maine,Coastal Cumberland,43.744848,-70.186045,9,Z
2007,Maine,Coastal Cumberland,43.744848,-70.186045,2,Z
2008,Maine,Coastal Cumberland,43.744848,-70.186045,2,Z
2009,Maine,Coastal Cumberland,43.744848,-70.186045,4,Z
2010,Maine,Coastal Cumberland,43.744848,-70.186045,6,Z
2011,Maine,Coastal Cumberland,43.744848,-70.186045,3,Z
2012,Maine,Coastal Cumberland,43.744848,-70.186045,7,Z
2013,Maine,Coastal Cumberland,43.744848,-70.186045,1,Z
2014,Maine,Coastal Cumberland,43.744848,-70.186045,3,Z
2015,Maine,Coastal Cumberland,43.744848,-70.186045,4,Z
2016,Maine,Coastal Cumberland,43.744848,-70.186045,2,Z
1996,Maine,Coastal Hancock,44.434897,-68.392843,1,Z
1998,Maine,Coastal Hancock,44.434897,-68.392843,1,Z
2000,Maine,Coastal Hancock,44.434897,-68.392843,1,Z
2005,Maine,Coastal Hancock,44.434897,-68.392843,5,Z
2007,Maine,Coastal Hancock,44.434897,-68.392843,1,Z
2008,Maine,Coastal Hancock,44.434897,-68.392843,1,Z
2009,Maine,Coastal Hancock,44.434897,-68.392843,1,Z
2010,Maine,Coastal Hancock,44.434897,-68.392843,1,Z
2011,Maine,Coastal Hancock,44.434897,-68.392843,1,Z
2016,Maine,Coastal Hancock,44.434897,-68.392843,2,Z
1996,Maine,Coastal Waldo,44.34898,-69.05122,2,Z
1999,Maine,Coastal Waldo,44.34898,-69.05122,1,Z
2000,Maine,Coastal Waldo,44.34898,-69.05122,1,Z
2003,Maine,Coastal Waldo,44.34898,-69.05122,1,Z
2005,Maine,Coastal Waldo,44.34898,-69.05122,4,Z
2007,Maine,Coastal Waldo,44.34898,-69.05122,1,Z
2009,Maine,Coastal Waldo,44.34898,-69.05122,1,Z
2012,Maine,Coastal Waldo,44.34898,-69.05122,2,Z
2013,Maine,Coastal Waldo,44.34898,-69.05122,1,Z
2016,Maine,Coastal Waldo,44.34898,-69.05122,1,Z
1996,Maine,Coastal Washington,44.679581,-67.541148,1,Z
2004,Maine,Coastal Washington,44.679581,-67.541148,1,Z
2005,Maine,Coastal Washington,44.679581,-67.541148,6,Z
2007,Maine,Coastal Washington,44.679581,-67.541148,1,Z
2008,Maine,Coastal Washington,44.679581,-67.541148,1,Z
2009,Maine,Coastal Washington,44.679581,-67.541148,1,Z
2010,Maine,Coastal Washington,44.679581,-67.541148,1,Z
2011,Maine,Coastal Washington,44.679581,-67.541148,1,Z
2016,Maine,Coastal Washington,44.679581,-67.541148,1,Z
1996,Maine,Coastal York,43.333876,-70.600524,3,Z
1998,Maine,Coastal York,43.333876,-70.600524,1,Z
1999,Maine,Coastal York,43.333876,-70.600524,2,Z
2000,Maine,Coastal York,43.333876,-70.600524,2,Z
2002,Maine,Coastal York,43.333876,-70.600524,1,Z
2003,Maine,Coastal York,43.333876,-70.600524,1,Z
2004,Maine,Coastal York,43.333876,-70.600524,1,Z
2005,Maine,Coastal York,43.333876,-70.600524,2,Z
2006,Maine,Coastal York,43.333876,-70.600524,1,Z
2007,Maine,Coastal York,43.333876,-70.600524,2,Z
2009,Maine,Coastal York,43.333876,-70.600524,3,Z
2010,Maine,Coastal York,43.333876,-70.600524,5,Z
2012,Maine,Coastal York,43.333876,-70.600524,6,Z
2013,Maine,Coastal York,43.333876,-70.600524,2,Z
2014,Maine,Coastal York,43.333876,-70.600524,3,Z
2015,Maine,Coastal York,43.333876,-70.600524,5,Z
2016,Maine,Coastal York,43.333876,-70.600524,2,Z
1996,Maine,Interior Cumberland,43.89551,-70.510294,3,Z
1998,Maine,Interior Cumberland,43.89551,-70.510294,1,Z
2004,Maine,Interior Cumberland,43.89551,-70.510294,1,Z
2005,Maine,Interior Cumberland,43.89551,-70.510294,3,Z
2005,Maine,Interior Hancock,44.851041,-68.32394,5,Z
1996,Maine,Interior Waldo,44.540644,-69.170865,2,Z
1999,Maine,Interior Waldo,44.540644,-69.170865,1,Z
2003,Maine,Interior Waldo,44.540644,-69.170865,1,Z
2005,Maine,Interior Waldo,44.540644,-69.170865,4,Z
1996,Maine,Interior York,43.558987,-70.778368,2,Z
1998,Maine,Interior York,43.558987,-70.778368,1,Z
2004,Maine,Interior York,43.558987,-70.778368,1,Z
2005,Maine,Interior York,43.558987,-70.778368,2,Z
1996,Maine,Northeast Aroostook,46.726351,-68.218214,2,Z
1997,Maine,Northeast Aroostook,46.726351,-68.218214,2,Z
1998,Maine,Northeast Aroostook,46.726351,-68.218214,2,Z
2000,Maine,Northeast Aroostook,46.726351,-68.218214,1,Z
2003,Maine,Northeast Aroostook,46.726351,-68.218214,1,Z
2005,Maine,Northeast Aroostook,46.726351,-68.218214,6,Z
1996,Maine,Northern Franklin,45.071719,-70.524868,3,Z
2003,Maine,Northern Franklin,45.071719,-70.524868,1,Z
2005,Maine,Northern Franklin,45.071719,-70.524868,4,Z
2006,Maine,Northern Franklin,45.071719,-70.524868,1,Z
1996,Maine,Northern Oxford,44.843052,-70.87891,3,Z
2003,Maine,Northern Oxford,44.843052,-70.87891,1,Z
2004,Maine,Northern Oxford,44.843052,-70.87891,2,Z
2005,Maine,Northern Oxford,44.843052,-70.87891,8,Z
1996,Maine,Northern Penobscot,45.945371,-68.645594,3,Z
2004,Maine,Northern Penobscot,45.945371,-68.645594,1,Z
2005,Maine,Northern Penobscot,45.945371,-68.645594,7,Z
2004,Maine,Northern Piscataquis,46.182542,-69.24002,1,Z
2005,Maine,Northern Piscataquis,46.182542,-69.24002,6,Z
2005,Maine,Northern Somerset,46.236628,-69.97163,2,Z
1996,Maine,Northwest Aroostook,46.947993,-69.107694,1,Z
1997,Maine,Northwest Aroostook,46.947993,-69.107694,2,Z
2004,Maine,Northwest Aroostook,46.947993,-69.107694,2,Z
2005,Maine,Northwest Aroostook,46.947993,-69.107694,6,Z
1996,Maine,Southeast Aroostook,46.003149,-68.117333,2,Z
2005,Maine,Southeast Aroostook,46.003149,-68.117333,6,Z
1996,Maine,Southern Franklin,44.657138,-70.181771,2,Z
2003,Maine,Southern Franklin,44.657138,-70.181771,2,Z
2004,Maine,Southern Franklin,44.657138,-70.181771,1,Z
2005,Maine,Southern Franklin,44.657138,-70.181771,4,Z
2006,Maine,Southern Franklin,44.657138,-70.181771,2,Z
1996,Maine,Southern Oxford,44.263105,-70.670912,3,Z
1998,Maine,Southern Oxford,44.263105,-70.670912,1,Z
1999,Maine,Southern Oxford,44.263105,-70.670912,2,Z
2000,Maine,Southern Oxford,44.263105,-70.670912,3,Z
2003,Maine,Southern Oxford,44.263105,-70.670912,2,Z
2005,Maine,Southern Oxford,44.263105,-70.670912,5,Z
1996,Maine,Southern Penobscot,44.93623,-68.844065,2,Z
1998,Maine,Southern Penobscot,44.93623,-68.844065,1,Z
1999,Maine,Southern Penobscot,44.93623,-68.844065,1,Z
2000,Maine,Southern Penobscot,44.93623,-68.844065,1,Z
2005,Maine,Southern Penobscot,44.93623,-68.844065,8,Z
1996,Maine,Southern Piscataquis,45.247499,-69.15684,1,Z
1999,Maine,Southern Piscataquis,45.247499,-69.15684,1,Z
2000,Maine,Southern Piscataquis,45.247499,-69.15684,2,Z
2003,Maine,Southern Piscataquis,45.247499,-69.15684,1,Z
2005,Maine,Southern Piscataquis,45.247499,-69.15684,7,Z
1996,Maine,Southern Somerset,44.839811,-69.663246,8,Z
1998,Maine,Southern Somerset,44.839811,-69.663246,5,Z
1999,Maine,Southern Somerset,44.839811,-69.663246,1,Z
2000,Maine,Southern Somerset,44.839811,-69.663246,5,Z
2001,Maine,Southern Somerset,44.839811,-69.663246,1,Z
2003,Maine,Southern Somerset,44.839811,-69.663246,2,Z
2005,Maine,Southern Somerset,44.839811,-69.663246,9,Z
2006,Maine,Southern Somerset,44.839811,-69.663246,2,Z
2009,Maryland,Inland Worcester,38.214222,-75.383272,1,Z
2012,Maryland,Inland Worcester,38.214222,-75.383272,1,Z
2008,Maryland,Maryland Beaches,38.251028,-75.159839,1,Z
2009,Maryland,Maryland Beaches,38.251028,-75.159839,1,Z
2012,Maryland,Maryland Beaches,38.251028,-75.159839,1,Z
2003,Maryland,Northern Baltimore,39.538618,-76.69345,2,Z
2004,Maryland,Northern Baltimore,39.538618,-76.69345,1,Z
2005,Maryland,Northern Baltimore,39.538618,-76.69345,3,Z
2003,Maryland,Southern Baltimore,39.294727,-76.40655,2,Z
2004,Maryland,Southern Baltimore,39.294727,-76.40655,1,Z
2005,Maryland,Southern Baltimore,39.294727,-76.40655,2,Z
2006,Maryland,Southern Baltimore,39.294727,-76.40655,2,Z
2010,Maryland,Southern Baltimore,39.294727,-76.40655,3,Z
2011,Maryland,Southern Baltimore,39.294727,-76.40655,2,Z
2012,Maryland,Southern Baltimore,39.294727,-76.40655,1,Z
1996,Massachusetts,Eastern Franklin,42.559122,-72.451445,3,Z
1998,Massachusetts,Eastern Franklin,42.559122,-72.451445,3,Z
2001,Massachusetts,Eastern Franklin,42.559122,-72.451445,1,Z
2004,Massachusetts,Eastern Franklin,42.559122,-72.451445,1,Z
2005,Massachusetts,Eastern Franklin,42.559122,-72.451445,2,Z
1999,Massachusetts,Eastern Hampden,42.120168,-72.493032,1,Z
2000,Massachusetts,Eastern Hampden,42.120168,-72.493032,1,Z
2001,Massachusetts,Eastern Hampden,42.120168,-72.493032,1,Z
2005,Massachusetts,Eastern Hampden,42.120168,-72.493032,2,Z
1996,Massachusetts,Eastern Hampshire,42.304419,-72.514649,2,Z
1998,Massachusetts,Eastern Hampshire,42.304419,-72.514649,2,Z
2001,Massachusetts,Eastern Hampshire,42.304419,-72.514649,2,Z
2004,Massachusetts,Eastern Hampshire,42.304419,-72.514649,1,Z
2005,Massachusetts,Eastern Hampshire,42.304419,-72.514649,1,Z
1996,Massachusetts,Eastern Norfolk,42.221739,-71.009313,1,Z
2001,Massachusetts,Eastern Norfolk,42.221739,-71.009313,1,Z
2005,Massachusetts,Eastern Norfolk,42.221739,-71.009313,2,Z
2007,Massachusetts,Eastern Norfolk,42.221739,-71.009313,1,Z
2010,Massachusetts,Eastern Norfolk,42.221739,-71.009313,3,Z
2012,Massachusetts,Eastern Norfolk,42.221739,-71.009313,4,Z
2013,Massachusetts,Eastern Norfolk,42.221739,-71.009313,3,Z
2014,Massachusetts,Eastern Norfolk,42.221739,-71.009313,3,Z
2015,Massachusetts,Eastern Norfolk,42.221739,-71.009313,1,Z
2016,Massachusetts,Eastern Norfolk,42.221739,-71.009313,1,Z
2001,Massachusetts,Eastern Plymouth,42.027115,-70.717106,1,Z
2007,Massachusetts,Eastern Plymouth,42.027115,-70.717106,1,Z
2009,Massachusetts,Eastern Plymouth,42.027115,-70.717106,1,Z
2010,Massachusetts,Eastern Plymouth,42.027115,-70.717106,7,Z
2011,Massachusetts,Eastern Plymouth,42.027115,-70.717106,2,Z
2012,Massachusetts,Eastern Plymouth,42.027115,-70.717106,4,Z
2013,Massachusetts,Eastern Plymouth,42.027115,-70.717106,3,Z
2014,Massachusetts,Eastern Plymouth,42.027115,-70.717106,4,Z
2015,Massachusetts,Eastern Plymouth,42.027115,-70.717106,3,Z
2016,Massachusetts,Eastern Plymouth,42.027115,-70.717106,2,Z
1996,Massachusetts,Northern Berkshire,42.560026,-73.151813,3,Z
2004,Massachusetts,Northern Berkshire,42.560026,-73.151813,2,Z
2005,Massachusetts,Northern Berkshire,42.560026,-73.151813,4,Z
2006,Massachusetts,Northern Berkshire,42.560026,-73.151813,1,Z
2005,Massachusetts,Northern Bristol,41.91705,-71.18486,2,Z
2000,Massachusetts,Northern Worcester,42.453872,-71.977781,1,Z
2004,Massachusetts,Northern Worcester,42.453872,-71.977781,1,Z
2005,Massachusetts,Northern Worcester,42.453872,-71.977781,2,Z
2005,Massachusetts,Southeast Middlesex,42.419366,-71.157121,1,Z
2005,Massachusetts,Southern Berkshire,42.215753,-73.251129,1,Z
1997,Massachusetts,Southern Bristol,41.674588,-71.038413,1,Z
2005,Massachusetts,Southern Bristol,41.674588,-71.038413,1,Z
2006,Massachusetts,Southern Bristol,41.674588,-71.038413,1,Z
2007,Massachusetts,Southern Bristol,41.674588,-71.038413,1,Z
2009,Massachusetts,Southern Bristol,41.674588,-71.038413,1,Z
2011,Massachusetts,Southern Bristol,41.674588,-71.038413,1,Z
2012,Massachusetts,Southern Bristol,41.674588,-71.038413,1,Z
2015,Massachusetts,Southern Bristol,41.674588,-71.038413,1,Z
1997,Massachusetts,Southern Plymouth,41.741468,-70.776137,1,Z
2005,Massachusetts,Southern Plymouth,41.741468,-70.776137,1,Z
2007,Massachusetts,Southern Plymouth,41.741468,-70.776137,1,Z
2008,Massachusetts,Southern Plymouth,41.741468,-70.776137,1,Z
2011,Massachusetts,Southern Plymouth,41.741468,-70.776137,1,Z
2012,Massachusetts,Southern Plymouth,41.741468,-70.776137,2,Z
1996,Massachusetts,Southern Worcester,42.151275,-71.77091,2,Z
1998,Massachusetts,Southern Worcester,42.151275,-71.77091,1,Z
2000,Massachusetts,Southern Worcester,42.151275,-71.77091,1,Z
2001,Massachusetts,Southern Worcester,42.151275,-71.77091,1,Z
2005,Massachusetts,Southern Worcester,42.151275,-71.77091,1,Z
1996,Massachusetts,Western Essex,42.71533,-71.065886,2,Z
1998,Massachusetts,Western Essex,42.71533,-71.065886,1,Z
2004,Massachusetts,Western Essex,42.71533,-71.065886,1,Z
1996,Massachusetts,Western Franklin,42.617113,-72.790668,1,Z
1998,Massachusetts,Western Hampshire,42.389088,-72.868696,1,Z
2005,Massachusetts,Western Hampshire,42.389088,-72.868696,1,Z
1996,Massachusetts,Western Norfolk,42.142338,-71.265769,2,Z
1998,Massachusetts,Western Norfolk,42.142338,-71.265769,2,Z
2001,Massachusetts,Western Norfolk,42.142338,-71.265769,2,Z
2005,Massachusetts,Western Norfolk,42.142338,-71.265769,1,Z
2005,Massachusetts,Western Plymouth,41.967936,-70.893237,1,Z
2004,Michigan,Southern Houghton,46.607031,-88.819228,1,Z
1996,Michigan,Southern Schoolcraft,46.051984,-86.19167,1,Z
2002,Minnesota,East Becker,46.933392,-95.414343,1,Z
2002,Minnesota,East Marshall,48.357118,-95.996058,1,Z
2004,Minnesota,East Marshall,48.357118,-95.996058,1,Z
2002,Minnesota,East Polk,47.657698,-95.917984,1,Z
2002,Minnesota,North Beltrami,48.162722,-95.012417,1,Z
2001,Minnesota,Northern Aitkin,46.825995,-93.418525,1,Z
1997,Minnesota,South Aitkin,46.4095,-93.412596,1,Z
2001,Minnesota,South Aitkin,46.4095,-93.412596,1,Z
1999,Minnesota,South Beltrami,47.631291,-94.802159,1,Z
2002,Minnesota,South Beltrami,47.631291,-94.802159,1,Z
1997,Minnesota,South Cass,46.564625,-94.552209,1,Z
2000,Minnesota,West Becker,46.935814,-95.922903,1,Z
2002,Minnesota,West Becker,46.935814,-95.922903,1,Z
1996,Minnesota,West Marshall,48.359184,-96.765712,1,Z
1997,Minnesota,West Marshall,48.359184,-96.765712,1,Z
1999,Minnesota,West Marshall,48.359184,-96.765712,1,Z
2001,Minnesota,West Marshall,48.359184,-96.765712,1,Z
2002,Minnesota,West Marshall,48.359184,-96.765712,1,Z
2004,Minnesota,West Marshall,48.359184,-96.765712,4,Z
2005,Minnesota,West Marshall,48.359184,-96.765712,2,Z
1996,Minnesota,West Polk,47.84658,-96.704757,1,Z
1997,Minnesota,West Polk,47.84658,-96.704757,1,Z
1999,Minnesota,West Polk,47.84658,-96.704757,1,Z
2001,Minnesota,West Polk,47.84658,-96.704757,1,Z
2002,Minnesota,West Polk,47.84658,-96.704757,2,Z
2005,Minnesota,West Polk,47.84658,-96.704757,1,Z
2005,Montana,Beartooth Foothills,45.573374,-109.80347,1,Z
1996,Montana,Bitterroot/Sapphire Mountains,46.193087,-113.966693,1,Z
1996,Montana,Butte/Blackfoot Region,46.388591,-112.918539,11,Z
1997,Montana,Central and Southeast Phillips,48.119086,-107.837875,3,Z
2004,Montana,Central and Southeast Phillips,48.119086,-107.837875,1,Z
1997,Montana,Central and Southern Valley,48.182121,-106.682757,2,Z
2004,Montana,Central and Southern Valley,48.182121,-106.682757,2,Z
1996,Montana,Flathead/Mission Valleys,47.773244,-114.297992,2,Z
1997,Montana,Flathead/Mission Valleys,47.773244,-114.297992,1,Z
2005,Montana,Flathead/Mission Valleys,47.773244,-114.297992,1,Z
1996,Montana,Kootenai/Cabinet Region,48.339114,-115.216468,3,Z
1997,Montana,Kootenai/Cabinet Region,48.339114,-115.216468,3,Z
1999,Montana,Kootenai/Cabinet Region,48.339114,-115.216468,1,Z
2002,Montana,Kootenai/Cabinet Region,48.339114,-115.216468,1,Z
2005,Montana,Kootenai/Cabinet Region,48.339114,-115.216468,1,Z
1996,Montana,Lower Clark Fork Region,47.307824,-115.006336,1,Z
1996,Montana,Missoula/Bitterroot Valleys,46.488802,-114.107877,2,Z
1997,Montana,Missoula/Bitterroot Valleys,46.488802,-114.107877,2,Z
1999,Montana,Missoula/Bitterroot Valleys,46.488802,-114.107877,2,Z
2003,Montana,Missoula/Bitterroot Valleys,46.488802,-114.107877,1,Z
1996,Montana,Northern Rocky Mountain Front,48.564879,-113.207023,3,Z
2005,Montana,Northern Sweet Grass,45.958512,-109.860816,1,Z
2004,Montana,Northern Valley,48.778941,-106.633088,2,Z
2005,Montana,Red Lodge Foothills,45.283338,-109.292354,1,Z
2005,Montana,Southern Big Horn,45.254233,-107.506236,1,Z
1996,Montana,West Glacier Region,48.275513,-113.80366,4,Z
1997,Montana,West Glacier Region,48.275513,-113.80366,1,Z
2005,Montana,West Glacier Region,48.275513,-113.80366,2,Z
1997,Montana,Western Roosevelt,48.313851,-105.404487,1,Z
2004,Montana,Western Roosevelt,48.313851,-105.404487,2,Z
1997,Nevada,Greater Reno-Carson City-Minden Area,39.415115,-119.65574,2,Z
2005,Nevada,Greater Reno-Carson City-Minden Area,39.415115,-119.65574,1,Z
1997,Nevada,Mineral and Southern Lyon Counties,38.606673,-118.60341,1,Z
2005,Nevada,Northeast Clark County,36.597758,-114.510649,2,Z
2005,Nevada,Northern Elko County,41.544681,-115.597386,1,Z
2005,Nevada,Northern Lander County and Northern Eureka County,40.489863,-116.700916,3,Z
1997,Nevada,Northern Washoe County,41.112607,-119.668633,1,Z
1996,Nevada,Western Nevada Basin and Range including Pyramid Lake,40.015209,-118.489968,1,Z
1997,Nevada,Western Nevada Basin and Range including Pyramid Lake,40.015209,-118.489968,2,Z
1996,New Hampshire,Coastal Rockingham,43.000449,-70.829075,1,Z
1998,New Hampshire,Coastal Rockingham,43.000449,-70.829075,1,Z
2000,New Hampshire,Coastal Rockingham,43.000449,-70.829075,1,Z
2002,New Hampshire,Coastal Rockingham,43.000449,-70.829075,1,Z
2003,New Hampshire,Coastal Rockingham,43.000449,-70.829075,1,Z
2004,New Hampshire,Coastal Rockingham,43.000449,-70.829075,1,Z
2005,New Hampshire,Coastal Rockingham,43.000449,-70.829075,2,Z
2006,New Hampshire,Coastal Rockingham,43.000449,-70.829075,1,Z
2007,New Hampshire,Coastal Rockingham,43.000449,-70.829075,2,Z
2009,New Hampshire,Coastal Rockingham,43.000449,-70.829075,3,Z
2010,New Hampshire,Coastal Rockingham,43.000449,-70.829075,6,Z
2011,New Hampshire,Coastal Rockingham,43.000449,-70.829075,4,Z
2012,New Hampshire,Coastal Rockingham,43.000449,-70.829075,7,Z
2013,New Hampshire,Coastal Rockingham,43.000449,-70.829075,1,Z
2014,New Hampshire,Coastal Rockingham,43.000449,-70.829075,3,Z
2015,New Hampshire,Coastal Rockingham,43.000449,-70.829075,5,Z
2016,New Hampshire,Coastal Rockingham,43.000449,-70.829075,2,Z
1996,New Hampshire,Interior Rockingham,42.98525,-71.181375,1,Z
1999,New Hampshire,Interior Rockingham,42.98525,-71.181375,1,Z
2004,New Hampshire,Interior Rockingham,42.98525,-71.181375,1,Z
2005,New Hampshire,Interior Rockingham,42.98525,-71.181375,2,Z
1996,New Hampshire,Northern Carroll,44.077956,-71.177846,2,Z
1998,New Hampshire,Northern Carroll,44.077956,-71.177846,4,Z
1999,New Hampshire,Northern Carroll,44.077956,-71.177846,1,Z
2000,New Hampshire,Northern Carroll,44.077956,-71.177846,4,Z
2001,New Hampshire,Northern Carroll,44.077956,-71.177846,1,Z
2002,New Hampshire,Northern Carroll,44.077956,-71.177846,1,Z
2003,New Hampshire,Northern Carroll,44.077956,-71.177846,3,Z
2005,New Hampshire,Northern Carroll,44.077956,-71.177846,7,Z
2006,New Hampshire,Northern Carroll,44.077956,-71.177846,1,Z
1996,New Hampshire,Northern Coos,44.976139,-71.283192,1,Z
1998,New Hampshire,Northern Coos,44.976139,-71.283192,2,Z
2005,New Hampshire,Northern Coos,44.976139,-71.283192,4,Z
1996,New Hampshire,Northern Grafton,44.09644,-71.75138,3,Z
1998,New Hampshire,Northern Grafton,44.09644,-71.75138,2,Z
1999,New Hampshire,Northern Grafton,44.09644,-71.75138,1,Z
2000,New Hampshire,Northern Grafton,44.09644,-71.75138,3,Z
2001,New Hampshire,Northern Grafton,44.09644,-71.75138,1,Z
2002,New Hampshire,Northern Grafton,44.09644,-71.75138,2,Z
2003,New Hampshire,Northern Grafton,44.09644,-71.75138,4,Z
2004,New Hampshire,Northern Grafton,44.09644,-71.75138,1,Z
2005,New Hampshire,Northern Grafton,44.09644,-71.75138,7,Z
2006,New Hampshire,Northern Grafton,44.09644,-71.75138,1,Z
2003,New Hampshire,Southern Carroll,43.750645,-71.217803,2,Z
